29.99502254657099	-4.	1.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
-4.	30.98647130759261	-4.	1.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
1.	-4.	30.963235758754614	-4.	1.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	1.	-4.	30.900142440959904	-4.	1.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	1.	-4.	30.729135431164686	-4.	1.	0.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	1.	-4.	30.267972959383997	-4.	1.	0.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	1.	-4.	29.041615627031995	-4.	1.	0.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	1.	-4.	25.90910350375774	-4.	1.	0.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	1.	-4.	18.87979039215789	-4.	1.	0.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	1.	-4.	10.750335290145088	-4.	1.	0.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	1.	-4.	69.77071345624535	-4.	1.	0.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	1.	-4.	829.5940908002277	-4.	1.	0.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	1.	-4.	7323.929745870688	-4.	1.	0.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	1.	-4.	57702.91432481983	-4.	1.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	1.	-4.	436458.11731152126	-4.
0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	0.	1.	-4.	3.252774990742006e6
